Customer ID,Avg Session length,Time on App,Time on Website,Length of MemberShip,Yealy amount spent
163,32.90356218,12.94546676,35.90633038,3.65499152,462.9961909
164,33.72231834,14.19634374,35.57986891,5.118438249,543.8909757
165,34.12828602,11.30834065,36.25339638,2.937181943,468.5923871
166,31.98930649,11.68152078,36.05708776,1.492504379,466.7491524
167,31.95086517,12.63083029,36.52324724,2.353059814,359.7439726
168,34.80936357,11.31639427,37.62742246,3.835295929,450.7150681
169,33.52142432,13.41004553,38.18626234,3.547957666,471.7229986
170,32.72892504,13.56283698,34.53980191,2.525026654,418.8409089
171,33.49546494,10.97352426,37.1136309,2.251730072,534.0573102
172,33.291473,13.37599434,35.47139637,2.423720884,517.8128455
173,33.34638284,11.82022257,37.30586749,2.895070097,448.6376499
174,31.48398388,12.30806483,36.53254303,4.037513959,496.1362977
175,33.29799428,12.73717506,36.56676455,3.335904607,483.9792255
176,32.35642665,12.42915763,36.16581417,4.329910228,552.0793798
177,33.76921641,12.40055556,38.46166537,3.725068838,729.4976993
178,33.08255583,12.57432352,37.76805647,4.202117634,468.5121482
179,32.47555118,12.7059619,36.49463186,4.061893175,497.0066541
180,32.54721418,11.57576497,37.12659571,1.952402008,451.1357012
181,33.01609139,13.14654554,36.89227538,3.492345341,653.8003674
182,33.89186693,12.88868098,35.5142892,3.283506441,352.9160973
183,32.97882689,12.25787823,37.1229061,4.595943403,565.7169837
184,33.87762154,12.98488651,35.89715555,4.624998677,643.9250558
185,33.33874507,11.76300052,35.98566273,4.229590935,321.7094121
186,33.29284623,12.44089138,35.84291977,3.904144568,642.0631288
187,32.06395376,10.72839337,35.99309951,4.188222979,541.8210941
188,33.73337876,11.26804789,36.88081506,4.139710731,489.2312895
189,33.48717157,12.04820148,38.2697016,5.059476581,637.3359944
190,34.73938011,11.74729952,38.84037005,3.797296699,430.186198
191,35.12957055,12.92267833,36.373317,2.42984222,461.2412142
192,31.50191534,13.81450056,36.38389384,3.035822339,557.1334141
193,32.80679852,12.08685823,36.90313271,5.036981146,485.767532
194,33.94141247,10.08451025,34.51764371,3.179449552,548.0072658
195,32.46281593,12.04780294,37.7747109,3.209045892,643.4806647
196,32.37775248,11.05078154,35.73900158,2.879940313,434.1229236
197,34.104829,13.07592825,37.10674742,2.662084926,537.5822302
198,33.38757575,13.05569233,38.5346786,3.324100535,549.8396353
199,34.04681867,11.49311924,36.34198719,2.478161421,379.6575833
200,33.04439901,11.87981712,39.43520419,3.363213302,736.7358136
201,33.06998825,11.57951807,35.60585365,3.504771119,471.2085029
202,32.33333237,14.12731964,38.4738782,3.58824042,586.5107077
203,34.31830007,12.24751456,37.0781608,4.179932297,388.276063
204,31.7584229,12.47041973,37.01508894,5.451463038,520.1384452
205,33.62499921,12.31000378,39.50870169,4.402114871,583.0345438
206,34.25679934,9.907157342,36.57355356,3.712061646,465.4938703
207,33.47357958,13.02515104,36.7566138,4.689270218,482.3688012
208,32.33644081,12.82278783,38.00243049,3.326475887,436.4414613
209,31.19794115,10.39939366,37.54844245,3.942131308,441.018772
210,33.69387543,13.10582148,36.459117,3.890610116,472.5898837
211,32.13004471,12.00589441,36.72663285,2.402548275,367.5698193
212,31.37915427,12.5781084,36.43522197,3.00708257,422.3687586
213,32.93508079,12.2866932,37.00493633,4.16152359,548.689463
214,35.43978733,11.33914337,36.50771568,4.976872873,443.169106
215,32.99504297,12.30638585,36.48487524,3.864780469,474.0655209
216,33.21448095,12.32302859,38.12259783,2.95841413,550.4253829
217,32.86934358,12.96021319,38.13585477,2.364054281,567.0954016
218,32.96383745,12.25750738,35.82536063,4.579396829,495.7506655
219,34.66865125,11.89731185,36.50370866,4.727439241,502.14497
220,33.65969048,12.6248983,37.41885818,3.197456068,540.7455911
221,33.2194549,11.6931604,36.63598395,3.320727667,483.1403769
222,31.37921153,11.15674439,38.51705203,2.86297225,628.0977433
223,33.37914736,10.92938417,36.12001753,4.378069385,460.2053572
224,34.33186782,11.2560004,35.5710063,3.585612049,349.6946424
225,33.50097585,11.26987666,36.34375823,2.745802272,524.1315404
226,33.69295867,11.75954609,38.16174007,3.087949948,645.2085764
227,32.19120902,12.27404184,35.23310058,3.4333401,429.3811602
228,33.76242471,11.76861602,37.69951644,3.48373178,546.7733306
229,32.30466439,11.26776978,36.27175383,3.148071795,454.3761593
230,34.06644637,13.88349323,36.09047854,2.911950809,349.8485797
231,33.32921106,11.56449313,36.03161424,4.345432867,417.4936392
232,32.91339068,11.86921749,37.43567307,3.308681476,502.4451409
233,33.53410178,12.72815786,38.19722313,4.022873589,496.7040077
234,33.24499006,12.72716501,35.93466591,3.171336701,588.6696619
235,32.54110877,13.57851537,37.08634436,3.803935342,411.1795684
236,32.83823117,11.56316553,35.33029016,3.14003766,648.1540531
237,32.75286335,12.31038777,37.49497305,3.492316813,515.2644339
238,33.65857193,14.08649432,37.92900012,4.827163926,487.6371849
239,31.25776981,12.02706347,37.66873135,3.4899314,557.1149372
240,32.13486624,13.6963541,36.06614843,3.539081077,548.6217463
241,34.31555126,11.41177183,38.25891789,2.327698792,435.8246358
242,32.94324102,10.36162335,36.36045685,3.364185797,402.6715897
243,32.43062827,11.81650934,39.21587497,2.354858249,468.9970427
244,34.06592322,12.19197094,35.7580819,3.4312304,496.261793
245,32.94268379,11.88012998,37.7190172,3.260605963,555.1608718
246,32.50642388,13.15228038,36.58730063,3.650957458,460.129147
247,31.91388469,13.91549344,35.25235533,2.904144403,410.1028673
248,33.56464137,11.4062722,37.99098158,3.481317257,454.1220746
249,35.46428092,12.15747224,36.363275,2.956427952,569.0857151
250,34.47790266,11.50325028,37.60505858,3.595013658,609.4763376
251,33.5370377,13.04337476,37.93742301,2.150233989,433.7605981
252,33.22918996,10.62488704,35.71986058,2.740840653,522.6999379
253,33.88357468,11.20126944,37.42350516,3.459035366,490.4091889
254,30.74202125,13.29292077,38.58513845,3.269047365,475.4414432
255,31.3110079,11.00871333,35.92899384,2.751008716,563.4206658
256,32.76974601,13.08489077,37.50745542,3.648256191,523.0854531
257,33.40664614,13.03955221,37.92144602,5.020550256,454.4651591
258,33.14801531,10.60186031,37.35730226,1.749694463,432.3089249
259,32.68053786,12.64106905,37.5717803,3.804168757,608.2369568
260,34.73442501,14.21435358,39.50656551,2.9638334,515.1483207
261,31.30214697,12.21077626,37.71572534,5.412924205,428.1030722
262,32.87725939,12.97027105,36.64934644,3.016276664,555.0799652
263,33.36867029,11.80994747,36.63469877,6.553916488,474.8221773
264,33.5193277,12.29864287,36.97148571,3.772052765,394.900164
265,34.17211364,12.53164881,37.30277228,4.018586882,523.9825011
266,33.30934329,11.87088721,36.22413646,2.825244068,457.8423544
267,32.03058143,11.79765732,37.78953316,3.837742434,392.8808165
268,35.13694634,12.17408565,36.19641537,3.644961746,385.867739
269,34.4562171,12.16424635,37.53769071,2.582283923,461.8549297
270,33.35285604,12.31654387,36.2699467,4.496346931,365.4577236
271,33.96162002,11.73868453,37.77682283,3.333799002,528.6550261
272,32.30105862,12.83292066,38.02298632,2.797703747,466.0891214
273,31.79821204,10.64857793,36.48544534,4.275468734,566.8024937
274,32.67282872,13.7266086,37.34540049,4.05600334,537.5357992
275,33.28009796,11.74349005,38.7792191,4.714457586,499.1541165
276,32.50009393,10.61241336,36.72773758,3.872490637,575.8336553
277,32.03006708,12.92853172,37.2543394,3.796937472,668.9100568
278,31.35164295,11.0733692,36.2391411,1.527058707,449.9906984
279,33.16361565,10.82713708,36.9923948,4.540765752,438.6061588
280,33.25869447,11.02413706,38.42380888,3.015212146,624.4410074
281,33.21986612,11.47203378,37.26566695,2.455862029,556.1454116
282,33.38716482,12.77760269,37.44077336,3.895173232,551.3850256
283,32.83391877,11.87659304,36.36211079,2.654194466,506.9734523
284,33.95014386,13.21890478,36.22537328,2.94534657,393.6693844
285,33.73569619,11.85603614,36.89824545,3.944535575,587.4092973
286,35.53187911,11.80178703,36.95058402,2.91568398,729.5439506
287,32.48893033,11.32918281,37.48900176,3.17137431,557.7796207
288,34.55829144,11.32029992,37.12305916,3.233537288,434.3641334
289,33.22672518,10.87210755,37.58187832,1.655228729,521.5407987
290,33.36446737,12.00410176,36.39814545,3.144647103,415.7536517
291,32.63530552,11.24761871,38.1007675,3.433764166,449.7117066
292,32.65548684,12.48547414,37.41024352,3.09162442,667.1046731
293,33.31820261,12.50261525,37.42873065,3.408381303,553.4239669
294,33.11663315,10.59903121,36.20872562,4.427982395,500.1962933
295,32.83932702,11.36041426,37.88518647,3.448919346,436.1812919
296,32.96771999,10.64380556,36.75117491,3.151942854,570.2048232
297,32.30422277,10.59594117,37.27626463,3.148775904,434.6231535
298,32.21661904,12.33049597,35.40292204,3.666288793,460.1123489
299,31.98474357,11.67628333,37.90091013,3.037944482,470.6741064
300,32.94180972,11.4079306,38.14817707,1.299829006,474.411337
301,33.22281935,11.43427848,37.27521903,3.675920783,357.0389363
302,33.31750312,11.30288831,36.64563003,4.838937982,506.5756718
303,32.55566353,12.65432023,37.0829283,4.025763873,354.6158613
304,33.00373456,10.61418335,35.42951201,2.430653564,553.929715
305,32.71860324,12.00122503,36.4982651,3.406783504,488.1379719
306,32.99509271,12.20292745,37.09078294,2.264359387,589.2271148
307,32.57047511,13.32907745,37.15633114,3.524243765,619.7149275
308,34.73130314,10.98098452,36.66345698,4.462356412,463.1871318
309,32.47304046,11.66026133,37.5878642,2.155824537,532.1089144
310,33.63511616,10.72946612,36.82430906,3.045827512,413.3362646
311,34.41985735,12.57186466,36.50855086,3.306848584,502.1233025
312,34.4742373,11.09488888,37.63441148,2.205388361,519.9172503
313,32.72480372,11.60562162,36.8236643,4.634351818,640.508237
314,31.58220194,11.59663974,35.70284981,2.721897722,622.6889746
315,33.74636477,11.35905801,36.83345278,5.430353943,282.3120001
316,34.27429169,12.10253737,36.16415071,1.626054833,581.0883934
317,31.45070675,13.50343561,38.21931997,2.90543102,575.6838382
318,31.45889206,11.37447538,36.57289617,3.618710552,552.4038313
319,33.47493096,12.26327242,37.00273717,3.052109945,676.8736181
320,32.18063841,12.60988276,36.38497228,3.619527018,457.731824
321,33.4125119,10.7597323,36.51102023,2.112434055,491.2880049
322,34.04415539,13.24261266,36.54376643,4.109701408,715.8362185
323,32.8703452,11.73049649,36.46875231,2.087222723,469.2836626
324,33.23789944,12.07930865,38.85029952,3.852017915,442.4614877
325,33.94409589,11.75388077,38.82898101,3.359053215,413.4110951
326,33.16298653,12.93113811,35.25661949,2.624218244,459.7564015
327,32.61663808,11.9471985,37.82488664,3.540002699,420.4751933
328,33.66613077,13.30217892,36.84458724,2.900230136,433.9114639
329,33.7518879,12.91940176,37.12982218,4.27539432,489.6617115
330,32.43035202,12.20757652,35.94558285,3.430161251,463.2465474
331,32.56168315,12.08655679,36.70225103,5.562646849,584.1987439
332,32.71670745,12.80130803,38.16652869,3.009045082,526.2814645
333,33.54444852,13.50809244,37.63331171,2.730463291,385.0477169
334,33.25642259,12.41675136,36.09096503,5.203559791,508.8394068
335,32.67813726,9.953056286,34.8340834,4.591042428,609.5583572
336,33.29362927,10.85597448,38.03438716,2.80514396,381.884183
337,32.81217425,10.98012842,38.95417582,3.3651251,400.7884056
338,35.00894911,11.69050226,36.62780887,6.363210813,542.9962973
339,32.99085805,12.22232158,37.28228362,4.012548023,544.2608262
340,34.07042912,12.76692167,37.61847448,2.603543625,455.9753226
341,32.67250512,14.00241508,36.24142663,3.020385589,509.4229057
342,32.36484047,12.89147795,36.26132156,3.168568982,407.5991676
343,32.6521711,10.89495279,37.96797909,2.866827171,510.2641452
344,32.57881636,12.90625003,36.88383327,3.141028914,552.1847637
345,33.09338874,11.83826126,37.254134,2.810065878,441.9096902
346,34.5231051,10.24683161,36.3801336,3.048880253,630.7542373
347,33.085319,11.52415616,36.80144867,4.013707886,626.4299916
348,33.54160716,11.59983378,36.8632798,2.970192728,477.1383803
349,34.1112281,13.06541252,36.51976503,2.314866565,475.1458389
350,32.31360208,12.9861105,36.66637985,3.704090141,551.129391
351,34.27495061,10.69595262,38.80712916,4.299861269,627.4084291
352,33.15825495,10.86891942,37.78836173,3.810844587,410.7861424
353,34.22003486,12.29367089,36.43945725,3.03646371,485.7875287
354,31.55470317,13.14759135,37.98704165,4.069044705,577.4822194
355,32.37483981,10.86656132,35.85646775,2.375459261,443.5283615
356,34.06979169,10.58648863,36.66914853,2.455139122,502.3561828
357,32.40359555,12.24256344,36.17223314,4.646942377,436.5082091
358,31.25834226,11.68427075,36.54374442,2.35588324,411.0866708
359,31.92282297,11.94942066,36.8410154,2.849239815,378.0998039
360,33.08355576,11.98485484,37.35514828,2.449943051,544.2897308
361,34.26984179,11.73244547,35.61381074,0.891398412,481.5641261
362,34.74223504,10.91249045,38.30416974,4.267856718,476.0341659
363,33.5550158,12.54803739,36.04335683,2.631080932,631.4223353
364,33.8188485,12.95992392,36.77629609,3.669374349,598.2842773
365,31.34079318,11.45070944,37.15094244,4.066307766,410.8130126
366,32.32050306,14.3344992,38.04820182,2.448940731,475.9013941
367,33.94501134,13.14706377,37.46164775,3.590175339,471.2010718
368,32.56049248,10.84005402,37.18241961,2.113861777,533.768772
369,33.66054146,11.88282353,36.28771529,4.240949382,514.537872
370,33.70824808,11.79872057,37.62492244,3.130305279,562.9581615
371,33.65907248,12.31828006,37.29901822,4.534575131,488.9329534
372,33.27163329,13.35126039,38.50194276,2.730949327,554.7968189
373,32.72435552,11.69315829,36.19666241,2.597972935,528.0806199
374,32.2192548,12.6201753,35.3368879,2.995091029,502.3649345
375,34.49111932,12.8142168,35.82305487,4.87713175,447.2192957
376,31.68604959,11.46557397,38.07319607,3.917289524,454.3505661
377,32.14816672,11.41041745,36.90411165,2.631726031,439.8082605
378,33.02416613,11.60718581,38.11688981,3.583240032,544.7425174
379,33.02743995,11.53995653,37.2381293,4.425541805,455.3595725
380,33.52605012,12.26787321,37.41731029,4.113800415,555.7223352
381,32.43234215,12.02471858,36.74763283,2.774451933,581.8577156
382,32.99498774,9.895112531,33.75107101,5.067124349,531.5628628
383,34.06259575,11.29410716,39.1945816,2.885336604,608.8041313
384,33.25718233,12.13154449,36.80070674,3.256810681,410.521872
385,34.18117911,12.16539109,37.39032401,4.90533987,556.4183792
386,32.67703148,13.27621899,36.7828035,4.455130032,413.9073401
387,33.83295082,11.82980132,38.41172999,3.940528105,485.7689853
388,33.03979972,14.04445389,38.06723812,2.601137381,372.8446399
389,34.04879484,12.0285312,37.64026192,3.655755199,563.3331157
390,33.52436876,12.75200961,37.40789626,2.514958357,535.9307181
391,33.57652581,11.44260103,37.53798813,3.53907042,450.9878382
392,32.04519563,11.23601763,37.47624655,3.860065442,536.0106315
393,32.36059864,10.08441784,35.83675207,2.92838776,546.1652755
394,33.7938596,14.04644652,35.9968137,3.705039106,375.1179287
395,32.67273404,12.14652889,36.59045161,4.08988073,399.7951066
396,31.46655271,11.95240048,37.48147481,2.773574066,387.8283878
397,32.80786764,12.14063487,35.67837836,4.919284254,470.7157422
398,34.80281235,13.11902739,36.70880756,3.441035861,458.0883181
399,32.97319767,11.84518221,35.85087274,3.002799888,557.1585447
400,33.26651452,12.41213644,36.65970969,2.884493288,484.6660955
401,32.23668493,9.273247557,35.28646556,3.457711839,572.7554691
402,33.95602799,12.63008156,37.75299496,5.334157907,325.326061
403,34.3393216,12.69844092,37.44328924,3.8765953,418.9765161
404,31.4824044,15.13831679,35.88908208,3.350676062,467.67009
405,33.28696956,14.09837682,37.17638398,5.349705755,515.9010568
406,33.65631233,11.10381955,37.97662484,2.148736783,536.6293412
407,33.24040695,12.23970119,37.90667673,3.124337013,504.8241048
408,34.33251861,12.60461832,36.78045236,3.894651529,496.0162642
409,32.82085949,11.84266833,38.42011045,3.284994308,558.0124942
410,32.95501244,11.02893701,35.94844663,4.238070571,469.8050485
411,34.46679027,11.49678474,36.26909667,3.415495986,497.8097448
412,34.62161418,11.24928839,36.38080286,2.069645968,566.4419792
413,33.14621573,11.40941272,37.4298552,1.262601635,529.8127868
414,31.69829301,11.50103039,37.26441025,3.826673967,567.4911794
415,34.78557011,12.00030798,37.16927568,4.094328451,387.0530951
416,33.67191286,11.00798599,38.31680631,2.089813085,531.2529883
417,33.61516162,11.17177571,36.94853609,3.034948948,481.860012
418,33.76846643,14.09429588,36.40758507,2.626821761,535.885573
419,34.1933433,11.53209649,35.37374326,2.400482538,596.5860753
420,32.18713266,12.29417716,36.70065469,4.196215741,545.7625589
421,31.95921584,10.7545137,38.47573763,3.957454691,455.6240134
422,32.67744834,11.92646184,38.11655972,4.566829062,445.1026663
423,33.12298781,10.36978978,36.06052889,2.915899445,429.1957761
424,33.41903803,12.38412321,37.32742339,4.011891661,542.9176938
425,32.40068661,12.75891063,38.94763773,2.93317211,516.2664442
426,32.63240478,11.23929953,38.12744438,3.254807392,756.2356326
427,33.48434034,12.86084714,36.80661905,3.684481791,419.7908552
428,32.05216406,10.93569076,36.78685453,3.012453614,579.2000648
429,31.01803544,12.12704392,35.86394303,4.335663181,536.8961279
430,33.72622213,13.14590317,35.99167018,4.673502609,549.4124213
431,31.98012266,12.82861841,38.97643576,4.776259199,623.4001475
432,31.58170341,12.18944141,34.3270289,3.326403981,528.9700357
433,33.07581523,12.1432484,36.56752448,4.407553662,564.7903062
434,33.89379865,12.53451454,38.78353742,4.320127507,556.4795929
435,32.87754674,12.52156563,37.83779559,4.728106187,495.8929304
436,32.29665057,10.79055149,35.2222733,4.294298197,438.2236997
